title,release_date,vote_average,runtime,genre_names,,,title,release_date,vote_average,runtime,genre_names
Watcher,2022-06-03,6.3,96,"Horror, Thriller",,,,,,,
"Salò, or the 120 Days of Sodom",1976-01-10,6.5,117,"Drama, Horror",,,,,,,
The Evil Dead,1981-09-10,7.3,85,Horror,,,,,,,
Friday the 13th Part 2,1981-05-01,6.1,87,"Horror, Thriller",,,,,,,
Leprechaun 3,1995-07-04,5.9,94,"Comedy, Horror",,,,,,,
Restart The Earth,2022-08-04,5.0,89,"Action, Horror, Science Fiction",,,,,,,
A Nightmare on Elm Street,2010-04-30,5.5,95,"Horror, Mystery, Thriller",,,,,,,
Redcon-1,2018-09-07,5.7,117,"Action, Horror, Science Fiction",,,,,,,
A Classic Horror Story,2021-07-14,5.9,95,"Horror, Mystery",,,,,,,
Bram Stoker's Dracula,1992-11-13,7.4,128,"Horror, Romance",,,,,,,
Ouija,2014-10-24,5.2,89,Horror,,,,,,,
Escape the Undertaker,2021-10-05,5.2,31,"Family, Horror, Mystery",,,,,,,
The Grudge,2004-10-22,5.9,92,"Horror, Mystery, Thriller",,,,,,,
[REC]³ Genesis,2012-03-30,5.2,80,Horror,,,,,,,
Saw V,2008-10-23,6.2,95,"Crime, Horror, Thriller",,,,,,,
A Nightmare on Elm Street,1984-11-09,7.3,91,Horror,,,,,,,
Fright Night,1985-08-02,7.0,106,"Comedy, Horror",,,,,,,
"As Above, So Below",2014-08-14,6.7,93,"Horror, Thriller",,,,,,,
Red Dot,2021-02-11,5.9,86,"Horror, Thriller",,,,,,,
Night of the Living Dead,1990-10-19,6.8,88,"Horror, Thriller",,,,,,,
Scary Stories to Tell in the Dark,2019-08-08,6.5,108,"Horror, Thriller",,,,,,,
The Wolf of Snow Hollow,2020-10-23,6.2,84,"Horror, Thriller",,,,,,,
Piggy,2022-10-07,7.0,100,"Drama, Horror, Thriller",,,,,,,
Pet Sematary,1989-04-21,6.6,103,"Drama, Horror",,,,,,,
Hypnotic,2021-10-27,6.1,89,"Drama, Horror, Thriller",,,,,,,
Fresh,2022-03-03,7.0,114,"Horror, Thriller",,,,,,,
Parasyte: Part 1,2014-11-29,7.1,109,"Horror, Science Fiction",,,,,,,
Interview with the Vampire,1994-11-11,7.4,123,"Drama, Fantasy, Horror",,,,,,,
Saw VI,2009-10-16,6.3,96,"Horror, Mystery",,,,,,,
The Owners,2020-08-27,5.7,92,"Horror, Thriller",,,,,,,
Scream 4,2011-04-11,6.4,111,"Horror, Mystery",,,,,,,
Crystal Skulls,2014-08-12,5.0,88,"Adventure, Fantasy, Horror, Mystery, Science Fiction, TV Movie",,,,,,,
Aftermath,2021-08-04,6.4,114,"Crime, Drama, Horror, Thriller",,,,,,,
Cursed,2005-02-25,5.4,97,"Comedy, Horror",,,,,,,
Bloodthirsty,2021-04-23,5.4,82,Horror,,,,,,,
Psycho,1960-06-22,8.4,109,"Drama, Horror, Thriller",,,,,,,
Dawn of the Dead,2004-03-19,7.0,101,"Action, Horror",,,,,,,
An American Werewolf in London,1981-08-21,7.4,97,"Comedy, Horror",,,,,,,
The Other Side of the Door,2016-02-25,5.5,96,"Horror, Thriller",,,,,,,
Us,2019-03-14,7.0,116,"Horror, Mystery, Thriller",,,,,,,
The Nun,2005-11-03,5.5,101,"Horror, Mystery",,,,,,,
Cannibal Holocaust,1980-02-07,6.3,96,Horror,,,,,,,
Brightburn,2019-05-09,6.1,91,"Horror, Science Fiction, Thriller",,,,,,,
The Rental,2020-07-23,5.6,88,Horror,,,,,,,
Army of Darkness,1992-10-31,7.3,81,"Comedy, Fantasy, Horror",,,,,,,
Martyrs,2008-09-03,7.4,99,"Drama, Horror, Thriller",,,,,,,
Halloween H20: 20 Years Later,1998-08-05,6.0,86,"Horror, Thriller",,,,,,,
P2,2007-11-09,6.1,98,"Horror, Thriller",,,,,,,
Black as Night,2021-10-01,5.5,87,"Horror, Thriller",,,,,,,
The Legend of the Nahuala,2007-10-31,7.6,80,"Animation, Family, Fantasy, Horror",,,,,,,
Mermaid Down,2019-10-15,6.7,91,"Fantasy, Horror, Mystery, Thriller",,,,,,,
The Mortuary Collection,2020-10-08,6.8,108,"Fantasy, Horror",,,,,,,
Sputnik,2020-09-08,6.5,113,"Drama, Horror, Science Fiction",,,,,,,
Rise of the Mummy,2021-04-03,5.3,90,"Horror, Science Fiction",,,,,,,
The Descent,2005-07-08,6.9,99,"Adventure, Horror",,,,,,,
Curse of the Blair Witch,1999-07-11,6.2,44,"Horror, Thriller",,,,,,,
Resident Evil: Damnation,2012-09-25,6.8,100,"Action, Animation, Horror",,,,,,,
Anaconda,1997-04-11,5.1,89,"Adventure, Horror, Thriller",,,,,,,
The Visitor,2022-10-07,0.0,86,"Horror, Thriller",,,,,,,
Leprechaun,1993-01-08,5.6,91,"Comedy, Horror",,,,,,,
Poltergeist,1982-06-04,7.1,114,Horror,,,,,,,
Pandemic,2016-02-26,5.0,91,"Action, Horror, Science Fiction",,,,,,,
Tremors,1990-01-19,6.8,96,"Action, Comedy, Horror, Science Fiction",,,,,,,
The Amityville Horror,2005-04-14,6.1,90,Horror,,,,,,,
Mama,2013-01-17,6.2,100,Horror,,,,,,,
Down,2019-02-01,6.6,82,"Drama, Horror, Science Fiction",,,,,,,
Blade: Trinity,2004-12-08,5.9,123,"Action, Fantasy, Horror",,,,,,,
Leprechaun 2,1994-04-07,5.6,85,"Comedy, Horror",,,,,,,
The Amityville Harvest,2020-10-20,6.5,98,Horror,,,,,,,
Antebellum,2020-09-02,6.3,105,Horror,,,,,,,
Wish Upon,2017-07-07,5.6,90,"Fantasy, Horror, Thriller",,,,,,,
The Trip,2021-07-30,6.7,115,"Action, Comedy, Horror, Thriller",,,,,,,
Blade II,2002-03-22,6.5,117,"Action, Fantasy, Horror, Thriller",,,,,,,
Jigsaw,2017-10-26,6.2,92,"Crime, Horror, Mystery, Thriller",,,,,,,
Spell,2020-10-30,6.5,91,"Fantasy, Horror, Thriller",,,,,,,
The Wailer,2006-06-20,6.7,90,Horror,,,,,,,
The Boy,2016-01-22,5.9,97,"Horror, Mystery, Thriller",,,,,,,
Ready or Not,2019-08-21,7.1,95,"Comedy, Horror, Thriller",,,,,,,
Greta,2018-09-06,6.6,98,"Horror, Mystery, Thriller",,,,,,,
Event Horizon,1997-08-15,6.5,96,"Horror, Mystery, Science Fiction",,,,,,,
The Return of the Living Dead,1985-04-25,7.2,91,"Comedy, Horror",,,,,,,
Death Smiles on a Murderer,1973-07-11,5.8,88,Horror,,,,,,,
Psycho Goreman,2020-10-29,6.0,95,"Comedy, Horror, Science Fiction",,,,,,,
The Strangers: Prey at Night,2018-03-07,5.6,85,"Horror, Thriller",,,,,,,
Hellraiser: Hellworld,2005-09-06,4.8,91,"Horror, Thriller",,,,,,,
Jessabelle,2014-11-07,5.4,90,"Horror, Thriller",,,,,,,
Gacy,2003-05-13,4.6,88,"Crime, Drama, Horror",,,,,,,
12 Hour Shift,2020-10-02,5.4,88,"Comedy, Crime, Horror, Thriller",,,,,,,
Rings,2017-02-01,5.0,102,Horror,,,,,,,
Pearl,2022-09-16,7.0,102,"Drama, Horror, Thriller",,,,,,,
Halloween III: Season of the Witch,1982-10-22,5.1,98,"Horror, Science Fiction, Thriller",,,,,,,
A Nightmare on Elm Street Part 2: Freddy's Revenge,1985-11-01,5.8,87,Horror,,,,,,,
The Last House on the Left,2009-03-13,6.4,110,"Crime, Drama, Horror, Thriller",,,,,,,
Species,1995-07-07,5.9,108,"Action, Horror, Science Fiction",,,,,,,
The Descent: Part 2,2009-10-14,5.9,94,"Adventure, Horror, Thriller",,,,,,,
Parasyte: Part 2,2015-04-25,7.0,117,"Horror, Science Fiction",,,,,,,
Hellbound: Hellraiser II,1988-12-23,6.4,97,Horror,,,,,,,
Jason Goes to Hell: The Final Friday,1993-08-13,4.5,87,Horror,,,,,,,
The Exorcist III,1990-08-17,6.2,110,"Horror, Mystery",,,,,,,
Ghosts of War,2020-07-03,6.3,94,"Fantasy, Horror, Thriller, War",,,,,,,
Ouija: Origin of Evil,2016-10-20,6.1,99,"Drama, Horror, Mystery",,,,,,,
The Invisible Man,2020-02-26,7.1,124,"Horror, Science Fiction, Thriller",,,,,,,
The Mummy,2017-06-06,5.5,110,"Action, Adventure, Fantasy, Horror, Thriller",,,,,,,
Constantine: City of Demons - The Movie,2018-10-04,7.8,90,"Action, Animation, Fantasy, Horror",,,,,,,
Friday the 13th Part VI: Jason Lives,1986-08-01,6.2,87,"Horror, Mystery, Thriller",,,,,,,
Scream 3,2000-02-03,5.9,116,"Horror, Mystery",,,,,,,
The Unborn,2009-01-09,5.2,87,"Horror, Mystery, Thriller",,,,,,,
A Nightmare on Elm Street 4: The Dream Master,1988-08-19,5.8,94,"Horror, Thriller",,,,,,,
Carrie,2013-10-16,6.0,100,"Drama, Horror",,,,,,,
Bordello of Blood,1996-08-16,5.9,87,"Comedy, Horror",,,,,,,
Cadaver,2020-10-22,5.6,86,"Drama, Horror, Thriller",,,,,,,
Cracked,2022-02-24,6.4,93,"Horror, Thriller",,,,,,,
The Empty Man,2020-10-22,6.2,137,"Horror, Mystery, Thriller",,,,,,,
Clown,2014-11-13,5.7,100,Horror,,,,,,,
The Last Survivors,2014-06-12,6.3,95,"Action, Horror, Thriller",,,,,,,
[REC]²,2009-09-15,6.6,85,"Horror, Thriller",,,,,,,
The Wolfman,2010-02-10,5.8,102,"Drama, History, Horror, Thriller",,,,,,,
Wolf Creek 2,2013-08-30,6.3,106,"Horror, Thriller",,,,,,,
Leatherface,2017-09-14,5.5,88,"Horror, Mystery, Thriller",,,,,,,
Escape Room,2019-01-03,6.5,100,"Horror, Mystery, Thriller",,,,,,,
Curve,2015-08-31,5.8,86,"Horror, Thriller",,,,,,,
Intersect,2020-02-12,5.7,119,"Horror, Science Fiction, Thriller",,,,,,,
Jason X,2001-07-24,4.8,91,"Horror, Science Fiction",,,,,,,
Friday the 13th Part VIII: Jason Takes Manhattan,1989-07-28,5.0,100,"Horror, Thriller",,,,,,,
Gatlopp: Hell of a Game,2022-06-27,5.6,80,"Comedy, Horror",,,,,,,
Silent Hill: Revelation 3D,2012-10-10,5.5,94,"Horror, Mystery, Thriller",,,,,,,
The Green Inferno,2013-09-08,5.7,100,"Adventure, Horror, Thriller",,,,,,,
Old People,2022-10-07,5.5,101,Horror,,,,,,,
The Babysitter,2017-10-13,6.1,85,"Comedy, Horror",,,,,,,
Piranha,1978-08-03,5.9,94,"Comedy, Horror",,,,,,,
Primeval,2007-01-12,6.1,93,"Adventure, Horror",,,,,,,
Poltergeist,2015-05-20,5.2,93,Horror,,,,,,,
Underwater,2020-01-08,6.3,95,"Action, Horror, Science Fiction",,,,,,,
Silent Hill,2006-04-21,6.5,125,"Horror, Mystery",,,,,,,
Lights Out,2016-07-21,6.3,81,"Horror, Mystery, Thriller",,,,,,,
Resident Evil: Vendetta,2017-05-27,6.9,97,"Action, Adventure, Animation, Horror, Mystery, Science Fiction",,,,,,,
Leprechaun: Back 2 tha Hood,2003-12-30,5.2,90,"Comedy, Horror",,,,,,,
Happy Death Day,2017-10-12,6.6,97,"Comedy, Horror, Mystery",,,,,,,
Don't Kill It,2016-08-27,6.1,93,"Fantasy, Horror",,,,,,,
Friday the 13th Part III,1982-08-13,5.8,95,Horror,,,,,,,
His House,2020-01-27,6.5,93,"Drama, Horror, Thriller",,,,,,,
Crimes of the Future,2022-05-25,6.4,108,"Drama, Horror, Science Fiction",,,,,,,
The Craft,1996-05-03,6.7,101,"Drama, Fantasy, Horror",,,,,,,
Wishmaster 2: Evil Never Dies,1999-03-12,5.5,96,"Fantasy, Horror",,,,,,,
The Devil's Advocate,1997-10-17,7.4,144,"Drama, Horror, Mystery, Thriller",,,,,,,
Suspiria,1977-02-01,7.5,99,Horror,,,,,,,
Children of the Corn,1984-03-09,5.7,92,"Horror, Thriller",,,,,,,
Overlord,2018-11-01,6.7,110,"Horror, Science Fiction, War",,,,,,,
Toys of Terror,2021-12-02,6.3,89,Horror,,,,,,,
Planet Terror,2007-04-06,6.6,105,"Action, Horror, Thriller",,,,,,,
The Mist,2007-11-21,6.9,126,"Horror, Science Fiction, Thriller",,,,,,,
Shin Godzilla,2016-07-29,7.1,120,"Action, Horror, Science Fiction",,,,,,,
Fear of Rain,2021-02-12,7.1,109,"Drama, Horror, Thriller",,,,,,,
I Know What You Did Last Summer,1997-10-17,5.9,101,"Horror, Mystery, Thriller",,,,,,,
The Babadook,2014-05-22,6.5,94,"Drama, Horror",,,,,,,
Hatching,2022-03-04,6.4,91,"Fantasy, Horror",,,,,,,
Death of Me,2020-10-02,5.0,95,"Horror, Mystery",,,,,,,
Evil Dead II,1987-03-13,7.6,84,"Comedy, Fantasy, Horror",,,,,,,
A Serbian Film,2010-06-16,5.5,104,"Crime, Horror, Thriller",,,,,,,
General Cemetery,2013-07-25,6.6,90,Horror,,,,,,,
Don't Listen,2020-07-24,6.5,98,"Drama, Horror, Thriller",,,,,,,
Nocturne,2020-10-13,5.9,90,"Horror, Music, Mystery, Thriller",,,,,,,
Ghost Lab,2021-05-26,6.5,117,"Drama, Horror, Science Fiction, Thriller",,,,,,,
Possession,1981-05-27,7.4,124,Horror,,,,,,,
Leatherface: The Texas Chainsaw Massacre III,1990-01-12,5.3,85,Horror,,,,,,,
The Texas Chainsaw Massacre 2,1986-08-22,5.6,101,"Comedy, Horror",,,,,,,
The Empire of Corpses,2015-10-02,6.0,126,"Animation, Horror, Mystery, Science Fiction",,,,,,,
Freaky,2020-11-12,6.6,102,"Comedy, Fantasy, Horror, Thriller",,,,,,,
Gonjiam: Haunted Asylum,2018-03-28,7.3,94,"Horror, Mystery",,,,,,,
Warm Bodies,2013-01-31,6.4,97,"Comedy, Horror, Romance",,,,,,,
Exorcist II: The Heretic,1977-06-17,4.5,118,"Drama, Horror, Thriller",,,,,,,
Pet Sematary,2019-04-04,5.7,101,"Horror, Thriller",,,,,,,
Priest,2011-05-05,5.7,87,"Action, Horror, Thriller",,,,,,,
The Legend of La Llorona,2022-01-07,5.0,98,"Horror, Thriller",,,,,,,
The 8th Night,2021-07-02,6.1,115,"Horror, Mystery, Thriller",,,,,,,
Countdown,2019-10-24,6.4,90,"Horror, Thriller",,,,,,,
Suicide Forest Village,2021-02-05,6.9,117,"Drama, Horror, Mystery",,,,,,,
Hostel: Part III,2011-12-27,5.1,88,Horror,,,,,,,
Life,2017-03-22,6.4,104,"Horror, Mystery, Science Fiction, Thriller",,,,,,,
A Tale of Two Sisters,2003-06-13,7.1,115,"Drama, Horror, Mystery",,,,,,,
See No Evil,2006-05-19,5.4,84,"Horror, Thriller",,,,,,,
Gantz,2010-11-29,6.6,130,"Action, Horror, Science Fiction",,,,,,,
Belzebuth,2019-01-11,7.1,114,"Fantasy, Horror",,,,,,,
Terrifier,2011-08-09,6.5,20,Horror,,,,,,,
Black Swan,2010-12-03,7.7,108,"Drama, Horror, Thriller",,,,,,,
The Curse of Buckout Road,2017-11-24,6.8,97,Horror,,,,,,,
Hellraiser: Deader,2005-06-07,4.7,88,"Horror, Mystery, Thriller",,,,,,,
Gothika,2003-11-21,6.1,98,"Horror, Thriller",,,,,,,
Black Box,2020-10-06,6.5,100,"Horror, Science Fiction, Thriller",,,,,,,
The Return of the Texas Chainsaw Massacre,1995-03-12,4.4,95,Horror,,,,,,,
Critters,1986-04-11,6.4,86,"Comedy, Horror, Science Fiction",,,,,,,
Sinister 2,2015-08-19,5.8,97,Horror,,,,,,,
Come True,2020-09-24,6.1,105,"Horror, Science Fiction",,,,,,,
Heks,2020-12-15,6.1,82,"Drama, Horror",,,,,,,
The Unfamiliar,2020-08-21,5.9,89,"Horror, Thriller",,,,,,,
Messengers 2: The Scarecrow,2009-07-21,5.4,94,Horror,,,,,,,
The Possession of Hannah Grace,2018-11-29,5.5,86,"Drama, Horror",,,,,,,
Forbidden Empire,2014-01-30,5.9,128,"Adventure, Fantasy, Horror, Mystery, Science Fiction, Thriller",,,,,,,
They Live Inside Us,2020-10-06,6.0,103,Horror,,,,,,,
Happy Death Day 2U,2019-02-13,6.3,100,"Comedy, Horror, Science Fiction",,,,,,,
Grave Encounters 2,2012-10-12,5.5,95,Horror,,,,,,,
Killer Klowns from Outer Space,1988-05-27,6.4,88,"Comedy, Horror, Science Fiction",,,,,,,
Backcountry,2014-03-20,5.8,92,"Drama, Horror, Thriller",,,,,,,
House of 1000 Corpses,2003-04-11,6.2,89,"Crime, Horror",,,,,,,
Hellraiser III: Hell on Earth,1992-09-11,5.7,93,Horror,,,,,,,
Gantz: Perfect Answer,2011-04-23,6.7,141,"Action, Horror, Mystery, Science Fiction",,,,,,,
Slender Man,2018-08-10,4.4,93,"Horror, Mystery, Thriller",,,,,,,
Cujo,1983-08-10,6.1,93,"Horror, Thriller",,,,,,,
New Nightmare,1994-10-13,6.4,112,"Fantasy, Horror, Mystery",,,,,,,
Friday the 13th Part VII: The New Blood,1988-05-13,5.4,88,"Horror, Thriller",,,,,,,
Creepshow,1982-11-12,6.9,120,"Comedy, Horror",,,,,,,
Friday the 13th: A New Beginning,1985-03-22,5.3,92,"Horror, Mystery",,,,,,,
The Birds,1963-03-28,7.5,119,Horror,,,,,,,
The Shallows,2016-06-24,6.4,86,"Drama, Horror, Thriller",,,,,,,
Gremlins,1984-06-07,7.1,106,"Comedy, Fantasy, Horror",,,,,,,
Sadako,2019-05-24,6.0,99,Horror,,,,,,,
Noblesse: The Beginning of Destruction,2015-11-28,6.7,36,"Animation, Comedy, Drama, Fantasy, Horror, Mystery",,,,,,,
The Skin I Live In,2011-08-17,7.5,120,"Drama, Horror, Thriller",,,,,,,
A Gruta,2020-10-29,6.3,98,Horror,,,,,,,
Chernobyl Diaries,2012-05-24,5.3,88,"Horror, Thriller",,,,,,,
Doctor Sleep,2019-10-30,7.2,152,"Fantasy, Horror, Thriller",,,,,,,
The Howling,1981-01-21,6.5,91,Horror,,,,,,,
Tremors 5: Bloodlines,2015-10-06,5.5,99,"Action, Adventure, Comedy, Horror, Science Fiction",,,,,,,
The Turning,2020-01-23,5.9,94,"Horror, Thriller",,,,,,,
Gremlins 2: The New Batch,1990-06-15,6.4,106,"Comedy, Fantasy, Horror",,,,,,,
Haunting of the Mary Celeste,2020-10-23,5.3,74,Horror,,,,,,,
Crimson Peak,2015-10-13,6.6,119,"Fantasy, Horror, Mystery, Romance, Thriller",,,,,,,
Paranormal Activity 2,2010-10-20,5.7,91,"Fantasy, Horror, Mystery",,,,,,,
You Won't Be Alone,2022-04-01,6.5,109,"Drama, History, Horror",,,,,,,
Ajin: Demi-Human,2017-09-30,7.6,109,"Action, Horror, Mystery",,,,,,,
Knife Under the Throat,1986-06-18,4.0,85,"Drama, Horror, Thriller",,,,,,,
The Host,2006-07-27,7.0,120,"Drama, Horror, Science Fiction",,,,,,,
Kill Command,2016-05-13,5.5,99,"Action, Horror, Science Fiction",,,,,,,
Robert Reborn,2019-06-04,3.9,85,Horror,,,,,,,
Madres,2021-10-08,6.0,83,Horror,,,,,,,
Creepshow 3,2006-04-24,4.7,104,"Comedy, Horror",,,,,,,
Doom: Annihilation,2019-09-30,4.9,97,"Action, Horror, Mystery, Science Fiction",,,,,,,
Saw,2003-01-01,7.0,10,"Crime, Horror, Thriller",,,,,,,
Shutter,2004-09-09,7.2,97,"Horror, Mystery, Thriller",,,,,,,
Castle Freak,2020-12-04,4.7,106,Horror,,,,,,,
Books of Blood,2020-10-07,6.6,107,"Horror, Science Fiction",,,,,,,
Megan Is Missing,2011-05-01,6.3,85,"Drama, Horror, Thriller",,,,,,,
Hush,2016-03-12,6.7,82,"Horror, Thriller",,,,,,,
Dante's Inferno: An Animated Epic,2010-02-09,6.9,84,"Action, Adventure, Animation, Horror",,,,,,,
Rape Zombie: Lust of the Dead,2012-07-13,6.3,73,"Comedy, Horror",,,,,,,
Reaptown,2020-09-28,4.1,77,"Horror, Mystery, Thriller",,,,,,,
The Girl with All the Gifts,2016-09-23,6.6,110,"Drama, Horror, Science Fiction, Thriller",,,,,,,
The Day,2011-09-15,5.2,85,"Action, Drama, Horror, Science Fiction",,,,,,,
You Should Have Left,2020-06-18,5.9,93,Horror,,,,,,,
Ginger Snaps,2000-08-01,6.8,108,Horror,,,,,,,
Hellraiser: Inferno,2000-10-03,5.4,99,"Horror, Mystery, Thriller",,,,,,,
The Binding,2020-10-02,5.4,93,"Drama, Horror, Thriller",,,,,,,
Sky Sharks,2020-10-07,5.0,102,"Comedy, Horror, Science Fiction",,,,,,,
Ghostland,2018-03-14,7.3,91,"Horror, Mystery, Thriller",,,,,,,
Brahms: The Boy II,2020-02-20,6.0,86,"Horror, Mystery, Thriller",,,,,,,
30 Days of Night,2007-10-17,6.4,113,"Horror, Thriller",,,,,,,
The Vatican Tapes,2015-07-24,5.3,91,"Horror, Thriller",,,,,,,
Return of the Living Dead III,1993-10-01,6.6,97,"Horror, Science Fiction",,,,,,,
Oxygen,2021-05-12,6.6,100,"Horror, Science Fiction, Thriller",,,,,,,
The Thing,2011-10-12,6.2,103,"Horror, Mystery, Science Fiction, Thriller",,,,,,,
Wer,2013-11-16,6.3,89,"Horror, Mystery, Thriller",,,,,,,
Asura,2012-09-29,7.0,76,"Animation, Drama, History, Horror",,,,,,,
47 Meters Down,2017-05-25,5.8,89,"Adventure, Drama, Horror, Thriller",,,,,,,
Day of the Dead: Bloodline,2017-12-29,4.7,90,"Action, Horror",,,,,,,
The Visit,2015-09-10,6.3,94,"Horror, Mystery, Thriller",,,,,,,
Project Legion,2022-10-07,0.0,0,"Horror, Science Fiction, Thriller",,,,,,,
Ringu,1998-01-30,7.1,96,"Horror, Thriller",,,,,,,
The Omen,1976-06-25,7.4,111,"Horror, Thriller",,,,,,,
Bulbbul,2020-06-24,6.7,94,"Fantasy, Horror",,,,,,,
The Others,2001-08-02,7.6,101,"Horror, Mystery, Thriller",,,,,,,
1408,2007-06-22,6.7,104,"Horror, Mystery",,,,,,,
Devil,2010-09-16,6.0,80,"Horror, Mystery, Thriller",,,,,,,
The Collector,2009-07-09,6.6,88,"Horror, Thriller",,,,,,,
Oculus,2013-09-08,6.4,104,Horror,,,,,,,
The Rite,2011-01-28,6.1,114,"Drama, Horror, Thriller",,,,,,,
The Strangers,2008-05-29,6.1,86,"Horror, Mystery, Thriller",,,,,,,
Triangle,2009-10-16,6.9,99,Horror,,,,,,,
The Woman in Black 2: Angel of Death,2014-12-30,5.2,98,"Drama, Horror, Thriller",,,,,,,
The Night House,2021-07-15,6.7,107,"Drama, Horror, Mystery, Thriller",,,,,,,
I Spit on Your Grave,1978-11-02,6.0,101,"Horror, Thriller",,,,,,,
Death Becomes Her,1992-07-30,6.8,104,"Comedy, Fantasy, Horror",,,,,,,
The Human Centipede 3 (Final Sequence),2015-05-22,3.7,103,Horror,,,,,,,
Legend Quest: The Legend of the Guanajuato Mummies,2014-10-30,7.9,83,"Adventure, Animation, Comedy, Family, Horror",,,,,,,
The Witches,1990-05-25,6.9,91,"Adventure, Family, Fantasy, Horror",,,,,,,
The Fog,1980-02-08,6.7,89,Horror,,,,,,,
Case 39,2009-08-13,6.3,109,"Horror, Mystery, Thriller",,,,,,,
Firestarter,2022-05-12,6.0,94,"Drama, Horror, Science Fiction, Thriller",,,,,,,
Open 24 Hours,2018-08-27,5.6,102,"Horror, Thriller",,,,,,,
Paranormal Activity 4,2012-10-17,5.4,97,Horror,,,,,,,
Alien Resurrection,1997-11-12,6.1,109,"Action, Horror, Science Fiction",,,,,,,
Leprechaun in the Hood,2000-03-28,5.1,90,"Comedy, Horror",,,,,,,
Eden Lake,2008-09-12,6.8,91,"Horror, Thriller",,,,,,,
Krampus,2015-11-26,6.1,98,"Comedy, Fantasy, Horror",,,,,,,
You're Next,2011-09-10,6.6,94,"Horror, Mystery, Thriller",,,,,,,
Children of the Living Dead,2001-06-11,3.6,90,Horror,,,,,,,
The Invitation,2015-08-05,6.5,100,"Horror, Thriller",,,,,,,
Be Careful What You Wish For,2020-04-24,6.5,91,Horror,,,,,,,
House,1986-02-27,6.1,93,"Comedy, Horror",,,,,,,
Speak No Evil,2022-03-17,6.7,97,"Drama, Horror, Thriller",,,,,,,
Unfriended,2014-10-22,5.5,82,"Horror, Mystery, Thriller",,,,,,,
Tremors: A Cold Day in Hell,2018-05-01,6.0,98,"Action, Adventure, Comedy, Fantasy, Horror, Science Fiction",,,,,,,
Anaconda 3: Offspring,2008-01-01,4.8,91,"Action, Adventure, Horror",,,,,,,
Scooby-Doo! Return to Zombie Island,2019-10-01,7.0,80,"Adventure, Animation, Comedy, Family, Fantasy, Horror, Mystery",,,,,,,
Curve,2016-04-16,7.2,10,"Horror, Thriller",,,,,,,
Little Nicky,2000-11-10,5.9,90,"Comedy, Fantasy, Horror, Romance",,,,,,,
I Saw the Devil,2010-08-12,7.8,142,"Horror, Thriller",,,,,,,
Christine,1983-05-11,6.8,110,Horror,,,,,,,
10 Cloverfield Lane,2016-03-10,7.0,104,"Drama, Horror, Science Fiction, Thriller",,,,,,,
Hellraiser: Hellseeker,2002-10-15,4.9,89,"Horror, Mystery, Thriller",,,,,,,
Jaws 2,1978-06-16,5.9,116,"Horror, Thriller",,,,,,,
Suspiria,2018-10-11,6.9,152,"Drama, Fantasy, Horror, Thriller",,,,,,,
Blood-C: The Last Dark,2012-06-02,7.3,106,"Action, Animation, Horror, Science Fiction",,,,,,,
Escape Room,2017-08-31,4.9,90,"Fantasy, Horror, Thriller",,,,,,,
Twin Peaks: Fire Walk with Me,1992-06-03,7.3,135,"Drama, Horror, Mystery",,,,,,,
Piranha 3DD,2012-05-11,4.3,83,"Comedy, Horror, Thriller",,,,,,,
Pride and Prejudice and Zombies,2016-02-04,6.1,108,"Comedy, Horror, Romance, Thriller",,,,,,,
Escape Room: La Película,2022-03-11,6.0,93,"Comedy, Horror, Thriller",,,,,,,
Zombie Wars,2007-10-31,3.8,80,Horror,,,,,,,
The Innocents,2021-09-03,7.0,117,"Drama, Horror, Thriller",,,,,,,
The Silence,2019-05-16,6.0,91,"Drama, Fantasy, Horror, Thriller",,,,,,,
The Folks,2022-10-07,0.0,0,"Horror, Mystery, Thriller",,,,,,,
Mandy,2018-09-13,6.2,122,"Action, Fantasy, Horror, Thriller",,,,,,,
From Dusk Till Dawn,1996-01-19,7.0,108,"Action, Crime, Horror, Thriller",,,,,,,
Wolf Creek,2005-09-16,6.2,104,"Horror, Thriller",,,,,,,
Playhouse,2020-11-17,5.2,87,"Horror, Thriller",,,,,,,
Exorcist: The Beginning,2004-08-20,5.4,114,"Horror, Mystery, Thriller",,,,,,,
The Bridge Curse,2020-02-27,6.5,87,"Horror, Mystery, Thriller",,,,,,,
From Hell,2001-02-08,6.7,122,"Horror, Mystery, Thriller",,,,,,,
Sweeney Todd: The Demon Barber of Fleet Street,2007-01-25,7.2,116,"Drama, Horror",,,,,,,
Initiation,2020-10-08,5.6,96,"Horror, Mystery",,,,,,,
The Messengers,2007-02-02,5.7,90,"Horror, Mystery, Thriller",,,,,,,
Splice,2009-10-06,5.8,104,"Horror, Science Fiction, Thriller",,,,,,,
47 Meters Down: Uncaged,2019-08-15,5.7,90,"Adventure, Drama, Horror",,,,,,,
Resident Evil: Apocalypse,2004-09-10,6.3,94,"Action, Horror, Science Fiction",,,,,,,
The Pyramid,2014-12-04,5.2,89,Horror,,,,,,,
Cube,2021-10-22,5.2,108,"Horror, Mystery, Science Fiction, Thriller",,,,,,,
Candyman,1992-10-16,6.6,100,"Drama, Horror, Thriller",,,,,,,
Dracula Untold,2014-10-01,6.4,92,"Action, Drama, Fantasy, Horror, War",,,,,,,
7 Guardians of the Tomb,2018-01-19,5.5,90,"Action, Adventure, Horror",,,,,,,
